employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-52012319,Michelle,Ayers,Male,New York,Rochester,2024-02-11,Operations,Operations Analyst,Master,76016,Good,Yes,1974-12-17,
00-41640398,Ann,Myers,Male,New York,New York City,2018-05-23,Marketing,Content Creator,High School,62558,Satisfactory,Yes,1982-12-19,
00-74826670,Anthony,Brewer,Female,New York,Rochester,2020-07-20,Operations,Operations Analyst,Bachelor,66977,Good,No,1985-04-16,
00-20929927,Jose,Hughes,Female,New York,Buffalo,2024-11-26,Marketing,Content Creator,Bachelor,55158,Excellent,No,1996-03-11,
00-67136758,Angelica,Smith,Male,New York,Rochester,2022-05-05,Sales,Sales Representative,Bachelor,65621,Excellent,No,1989-05-24,
00-60423728,Katelyn,Mejia,Male,New York,Buffalo,2016-04-21,Finance,Financial Analyst,Master,85729,Good,No,2003-10-12,
00-11828652,Mallory,Walker,Female,Florida,Orlando,2017-03-17,IT,Software Developer,Master,93225,Good,No,1961-10-24,
00-26304459,Kristopher,Hanson,Female,New York,Rochester,2017-12-07,HR,HR Coordinator,Bachelor,55772,Good,Yes,1984-04-15,
00-68733846,Emma,Hunt,Male,New York,Buffalo,2023-08-13,Operations,Inventory Specialist,High School,54594,Satisfactory,Yes,2000-06-15,
00-25255803,Charles,Collier,Female,New York,Rochester,2015-12-21,IT,Software Developer,Bachelor,84996,Needs Improvement,No,1976-01-13,
00-66932774,Timothy,Washington,Female,Michigan,Detroit,2020-01-19,Marketing,Content Creator,Bachelor,54160,Satisfactory,No,1983-04-13,
00-94042431,James,Whitaker,Male,New York,New York City,2023-05-10,Operations,Inventory Specialist,Bachelor,65159,Good,Yes,1971-12-20,
00-75389988,Brandi,Adams,Female,Illinois,Aurora,2017-01-15,IT,Software Developer,Bachelor,100673,Good,Yes,1985-07-07,
00-83428512,Christopher,Diaz,Male,Virginia,Norfolk,2019-06-03,Customer Service,Support Specialist,High School,62871,Excellent,No,1979-03-15,
00-11242658,Kyle,Nguyen,Male,New York,New York City,2017-06-26,Operations,Logistics Coordinator,Bachelor,62921,Good,No,1988-02-04,
00-68449055,Daniel,Carey,Female,Illinois,Aurora,2024-03-19,Operations,Operations Analyst,Master,83688,Excellent,No,1978-03-25,
00-46387450,Daniel,Daniel,Female,Ohio,Columbus,2020-05-22,Operations,Inventory Specialist,Bachelor,62844,Good,Yes,1963-09-26,
00-92557389,Christine,Lewis,Female,New York,Buffalo,2023-06-12,IT,Software Developer,Bachelor,84269,Excellent,No,1999-08-19,
00-85673348,Thomas,Singleton,Female,New York,Buffalo,2022-07-23,Customer Service,Help Desk Technician,Bachelor,77341,Good,No,1979-12-14,
00-28994170,Connor,Lindsey,Female,New York,Rochester,2017-06-23,Customer Service,Support Specialist,Bachelor,55988,Excellent,Yes,1977-10-18,
00-37442403,Melissa,Williams,Female,New York,New York City,2023-08-30,Sales,Sales Consultant,Master,97718,Good,No,2002-09-11,
00-59828775,Joseph,Bradford,Male,New York,Buffalo,2020-09-27,Marketing,SEO Specialist,Bachelor,86171,Satisfactory,No,1972-09-18,
00-43720776,Michelle,Lang,Male,New York,Buffalo,2019-04-21,Sales,Sales Representative,Bachelor,66192,Good,Yes,1964-12-20,
00-38268552,Stephanie,Sparks,Male,Michigan,Warren,2024-01-14,Sales,Sales Representative,Bachelor,71196,Excellent,No,1991-04-08,
00-28164926,Kimberly,Thompson,Male,New York,Rochester,2017-05-29,Customer Service,Customer Service Representative,High School,57781,Satisfactory,No,1992-01-04,
00-73601811,Christina,Gould,Female,New York,New York City,2015-02-17,HR,Recruiter,Bachelor,56417,Good,No,2001-06-20,
00-65875235,Heather,Mills,Female,New York,Rochester,2017-08-07,Finance,Accountant,Bachelor,62771,Excellent,Yes,1971-12-22,
00-73148560,Brian,Oconnor,Female,New York,New York City,2016-02-21,Sales,Sales Manager,PhD,94635,Satisfactory,No,1992-10-08,
00-10751945,Katherine,Smith,Female,New York,Buffalo,2018-05-21,Sales,Sales Consultant,Master,78741,Good,No,1965-01-11,
00-35189235,David,Kirk,Male,New York,Buffalo,2017-07-24,Operations,Logistics Coordinator,Bachelor,70950,Good,No,1982-06-09,
00-22596044,Angela,Wang,Male,New York,New York City,2020-06-05,Operations,Operations Analyst,Bachelor,81320,Good,No,1999-07-14,
00-54430783,Francisco,Taylor,Male,Michigan,Grand Rapids,2016-05-08,Sales,Sales Manager,Master,121110,Needs Improvement,Yes,1974-12-02,
00-93882424,Angela,Durham,Male,Virginia,Norfolk,2019-10-29,Operations,Logistics Coordinator,Bachelor,66130,Good,No,1991-12-02,
00-30998769,Ronnie,Brown,Male,New York,Buffalo,2016-05-06,Customer Service,Customer Service Manager,Bachelor,95993,Satisfactory,No,1992-06-13,
00-95408582,Michelle,Silva,Female,Michigan,Detroit,2020-06-10,Marketing,Content Creator,Bachelor,66036,Needs Improvement,Yes,1975-08-05,
00-40337167,Laura,Cole,Male,New York,New York City,2018-06-21,Sales,Sales Representative,Bachelor,78355,Good,Yes,1998-05-24,
00-11896427,Joshua,Huffman,Male,Illinois,Aurora,2024-02-23,IT,Software Developer,Bachelor,108001,Good,Yes,1974-10-13,
00-46853586,Trevor,Morgan,Male,Ohio,Cleveland,2017-05-11,Sales,Sales Representative,Bachelor,67568,Satisfactory,No,1962-10-13,
00-67198985,Tonya,Barry,Female,New York,Rochester,2020-04-18,Operations,Inventory Specialist,High School,55325,Good,No,2005-05-27,
00-51037113,Amber,Morgan,Male,New York,New York City,2018-08-17,IT,IT Support Specialist,Bachelor,63388,Satisfactory,No,2005-07-07,
00-64125762,Robert,Cox,Male,New York,Rochester,2024-12-02,Operations,Inventory Specialist,High School,55882,Good,No,1985-01-31,
00-85311217,Logan,Marquez,Male,New York,Buffalo,2020-08-26,HR,Recruiter,Bachelor,69254,Satisfactory,No,1985-07-05,
00-98498817,Keith,Shaw,Female,New York,New York City,2017-04-29,Customer Service,Help Desk Technician,Bachelor,67438,Good,No,2001-11-09,
00-89542677,Susan,Lozano,Female,New York,New York City,2017-02-02,Sales,Sales Consultant,Master,76942,Good,No,1999-05-05,
00-39050282,Lisa,Patterson,Male,New York,Buffalo,2017-05-10,IT,System Administrator,Bachelor,98256,Needs Improvement,Yes,1963-04-22,
00-45290889,Anthony,Cantu,Female,New York,New York City,2020-01-03,Customer Service,Customer Service Manager,PhD,92773,Good,No,1964-07-05,
00-27005934,Nicole,Williams,Female,New York,New York City,2023-11-08,Operations,Inventory Specialist,Bachelor,64032,Good,Yes,1984-11-03,
00-88828361,Kurt,Fowler,Male,New York,New York City,2021-08-16,Sales,Sales Specialist,PhD,59539,Good,No,1995-12-26,
00-61398211,Deborah,Hall,Male,New York,Rochester,2018-04-02,IT,Software Developer,Bachelor,85301,Needs Improvement,Yes,1979-06-14,
00-89479708,David,Wiley,Male,New York,Rochester,2021-12-09,Marketing,Content Creator,Bachelor,71324,Satisfactory,No,1980-05-29,
00-92662979,Vickie,Wilson,Male,Pennsylvania,Philadelphia,2022-05-07,Customer Service,Support Specialist,Bachelor,64669,Excellent,Yes,1990-06-02,
00-73539590,Miranda,Jones,Female,New York,New York City,2017-01-03,IT,Software Developer,Master,99683,Good,Yes,1975-02-05,
00-10358466,Mario,Castillo,Male,Michigan,Detroit,2023-07-22,Operations,Operations Analyst,Bachelor,80085,Good,No,2000-03-11,
00-39050549,James,Schultz,Male,New York,Rochester,2016-08-03,Operations,Operations Analyst,Bachelor,82305,Satisfactory,No,1968-03-24,
00-92533661,Joanna,Fleming,Male,New York,Rochester,2017-04-21,Operations,Inventory Specialist,Bachelor,63123,Satisfactory,No,1988-08-31,
00-32121549,Kevin,Rosales,Female,New York,Buffalo,2019-07-23,Customer Service,Customer Service Representative,Bachelor,59179,Satisfactory,No,1998-03-20,
00-10033134,Christina,Cruz,Female,New York,Buffalo,2018-08-29,IT,IT Support Specialist,Bachelor,56540,Good,No,1982-12-17,
00-17004714,Wanda,Henry,Male,New York,New York City,2017-07-14,Marketing,Marketing Manager,Master,93441,Good,No,1965-12-07,
00-69014061,Sylvia,Vaughn,Female,Illinois,Chicago,2019-12-30,IT,Software Developer,Master,85685,Good,No,2002-11-05,
00-73309036,Jeffrey,Cole,Female,New York,Rochester,2018-09-05,IT,Software Developer,Bachelor,99465,Excellent,Yes,1969-09-05,
00-77159209,Kristina,Ball,Female,New York,New York City,2022-04-24,Sales,Sales Representative,Bachelor,62660,Good,Yes,1996-10-26,
00-42315990,Dawn,Hernandez,Male,New York,Buffalo,2020-01-03,Operations,Logistics Coordinator,Bachelor,70910,Excellent,No,1985-01-06,
00-60641630,David,Singleton,Male,New York,Buffalo,2023-10-14,Sales,Sales Specialist,Bachelor,68842,Satisfactory,Yes,1980-12-03,
00-73683359,Jane,Calhoun,Male,New York,Buffalo,2018-04-22,Sales,Sales Consultant,Bachelor,92505,Good,No,1979-01-28,
00-80059735,Jason,Benjamin,Female,Pennsylvania,Pittsburgh,2018-07-24,Operations,Operations Analyst,Master,70779,Needs Improvement,Yes,1989-11-08,
00-20495780,Jeffery,Cervantes,Female,New York,New York City,2023-10-02,IT,System Administrator,Bachelor,68695,Satisfactory,No,1997-06-24,
00-38709086,Amy,Velasquez,Male,New York,Rochester,2024-10-13,IT,Software Developer,Master,101333,Good,No,1977-03-16,
00-95063153,Dennis,Huff,Female,New York,Buffalo,2023-02-19,Sales,Sales Manager,Master,124867,Good,No,1973-05-05,
00-29177565,James,Thomas,Male,New York,New York City,2023-11-23,Customer Service,Customer Service Representative,High School,54834,Satisfactory,No,1987-07-09,
00-85227139,Deanna,Sims,Female,New York,Rochester,2019-08-31,IT,Software Developer,Bachelor,83340,Satisfactory,No,1995-02-03,
00-43626780,Christopher,Bennett,Male,Illinois,Aurora,2022-01-04,Customer Service,Help Desk Technician,High School,75238,Satisfactory,Yes,1985-08-04,
00-84880752,Nicole,Stone,Female,New York,New York City,2023-06-11,Operations,Logistics Coordinator,Bachelor,66547,Good,Yes,1971-04-24,
00-97522323,Jose,Moore,Male,Pennsylvania,Pittsburgh,2018-10-06,Sales,Sales Representative,Bachelor,61017,Good,No,1965-08-28,
00-13395111,Angela,Cooper,Male,Michigan,Detroit,2023-07-26,Operations,Logistics Coordinator,Bachelor,64278,Excellent,No,1999-02-18,
00-72555645,Frederick,Ruiz,Female,New York,Buffalo,2023-07-21,Sales,Sales Consultant,PhD,101154,Needs Improvement,No,1964-11-03,
00-56438200,Jasmin,Ortega,Male,New York,New York City,2022-03-10,Customer Service,Help Desk Technician,Bachelor,91341,Good,Yes,1975-06-22,
00-38693060,Kristin,Yoder,Female,North Carolina,Raleigh,2021-07-06,Marketing,Content Creator,Bachelor,54638,Excellent,Yes,1983-04-08,
00-35633440,Steven,Green,Male,New York,Rochester,2018-05-22,HR,HR Coordinator,Master,56932,Good,No,1962-03-05,
00-34025724,Anna,Baker,Male,New York,Buffalo,2024-02-22,Operations,Logistics Coordinator,Bachelor,63067,Good,No,1996-05-01,
00-11432428,Nicholas,Huffman,Male,New York,Buffalo,2017-01-13,Customer Service,Support Specialist,Bachelor,67126,Good,Yes,1991-09-13,
00-58451442,Mark,Montgomery,Male,Illinois,Naperville,2020-07-17,Customer Service,Support Specialist,High School,63552,Good,No,1979-12-28,
00-10753570,Lisa,Bond,Male,Ohio,Cincinnati,2020-10-15,Customer Service,Help Desk Technician,Bachelor,66509,Good,Yes,1966-10-20,
00-54084020,Shawn,Yoder,Male,New York,Buffalo,2016-08-03,Customer Service,Support Specialist,High School,61429,Good,Yes,1973-10-18,
00-59508547,John,Garcia,Male,New York,Rochester,2024-01-21,Customer Service,Customer Service Representative,Bachelor,69717,Satisfactory,No,1996-09-07,
00-77483781,Andrea,White,Male,Ohio,Cincinnati,2024-06-19,Sales,Sales Consultant,Master,80572,Satisfactory,No,1994-03-21,
00-91439883,Susan,Brewer,Male,Virginia,Richmond,2017-03-10,Sales,Sales Representative,Bachelor,64639,Good,No,1995-11-05,
00-96868145,Bryan,Mcdaniel,Female,Michigan,Warren,2017-03-19,Marketing,Content Creator,Bachelor,57419,Satisfactory,Yes,1985-09-29,
00-74254706,Scott,Love,Female,New York,Buffalo,2019-03-26,Marketing,Marketing Coordinator,Bachelor,57761,Good,No,2000-05-05,
00-43962179,Sara,Rios,Male,New York,Buffalo,2017-03-14,Marketing,Content Creator,Bachelor,59147,Good,Yes,2003-08-02,
00-17680877,Sue,Howe,Female,New York,Buffalo,2024-05-06,Operations,Inventory Specialist,Bachelor,60040,Satisfactory,No,1987-01-02,
00-14083774,Hunter,Moore,Female,Ohio,Columbus,2023-08-09,Sales,Sales Representative,Bachelor,56081,Excellent,Yes,1979-11-18,
00-73190952,Renee,Lewis,Female,New York,New York City,2024-06-08,Operations,Logistics Coordinator,Bachelor,62160,Satisfactory,No,1974-07-27,
00-94857827,Nicole,Moses,Male,New York,Buffalo,2019-10-12,Customer Service,Help Desk Technician,High School,84501,Good,No,1986-08-29,
00-33323144,Ronald,Murphy,Female,New York,Rochester,2019-11-28,Sales,Sales Manager,PhD,113096,Satisfactory,Yes,1993-06-07,
00-96912487,Brenda,Bowman,Male,New York,New York City,2022-04-02,Finance,Accounts Payable Specialist,Bachelor,73712,Satisfactory,Yes,1963-12-11,
00-23943515,Angela,Thomas,Female,Michigan,Detroit,2015-12-15,Marketing,Content Creator,High School,57647,Good,No,1987-03-21,
00-13870432,Garrett,Valdez,Female,New York,Buffalo,2021-09-30,Operations,Logistics Coordinator,Bachelor,59760,Excellent,No,2003-09-07,
00-30561048,Tamara,Clarke,Female,New York,Buffalo,2022-11-29,IT,Software Developer,Bachelor,91325,Good,No,1982-12-10,
00-33744145,Patricia,Harris,Male,Pennsylvania,Philadelphia,2023-08-04,Marketing,Marketing Manager,Master,109092,Good,No,1963-01-25,
00-27669523,Sheila,Adams,Male,New York,Buffalo,2016-02-17,Sales,Sales Representative,Bachelor,71848,Good,No,1987-05-30,
00-26029189,Tracy,Newman,Female,New York,New York City,2016-10-13,Operations,Inventory Specialist,High School,57056,Satisfactory,No,1978-01-11,
00-95560869,Julia,Snyder,Male,New York,Buffalo,2022-03-04,IT,IT Support Specialist,Bachelor,73109,Satisfactory,No,1982-08-22,
00-52176116,Lindsey,Roberts,Female,New York,New York City,2016-01-08,Finance,Accountant,Bachelor,71447,Satisfactory,No,1988-02-10,
00-83025649,Ashley,Green,Female,New York,Rochester,2017-04-09,Finance,Accounts Payable Specialist,Bachelor,64666,Good,No,1977-03-14,
00-36062717,Becky,Benton,Male,New York,Rochester,2022-07-13,Customer Service,Customer Service Representative,High School,58790,Good,Yes,1971-05-23,
00-12238007,Cheryl,Hardy,Male,Ohio,Columbus,2018-03-12,Customer Service,Customer Service Representative,High School,62710,Good,Yes,1978-07-09,
00-52477264,Patricia,Munoz,Female,New York,Buffalo,2023-11-26,Customer Service,Support Specialist,High School,57731,Good,Yes,1999-10-29,
00-32711457,Michelle,Gonzales,Female,Ohio,Cleveland,2023-03-14,Operations,Logistics Coordinator,Bachelor,56332,Excellent,No,1998-04-04,
00-88765336,Ashley,Alexander,Male,New York,Rochester,2022-03-04,Sales,Sales Consultant,PhD,87226,Good,Yes,1975-04-16,
00-59158124,Brian,Wright,Male,New York,Rochester,2020-12-15,Customer Service,Help Desk Technician,High School,62745,Good,No,1974-02-21,
00-99187054,Caitlin,Wolf,Male,New York,Rochester,2019-12-20,Operations,Inventory Specialist,Bachelor,64331,Good,Yes,1983-03-11,
00-99620191,Tyler,Rodriguez,Female,Michigan,Detroit,2022-07-10,Operations,Inventory Specialist,High School,61658,Good,Yes,2005-05-23,
00-18718099,Jean,Roth,Male,New York,Buffalo,2017-02-23,Finance,Accounts Payable Specialist,Bachelor,65781,Good,Yes,1978-10-26,
00-77313639,Bethany,Grant,Female,Michigan,Grand Rapids,2017-12-22,IT,Software Developer,Bachelor,98184,Good,Yes,1975-09-01,
00-45787268,April,Anderson,Female,New York,Buffalo,2016-01-11,Operations,Logistics Coordinator,Bachelor,58011,Good,No,1997-05-16,
00-69511989,Lisa,Mullins,Male,Michigan,Detroit,2015-02-08,IT,IT Support Specialist,High School,59400,Good,No,1995-04-29,
00-91675383,Dennis,Diaz,Male,North Carolina,Raleigh,2017-10-11,Customer Service,Customer Service Representative,High School,55825,Excellent,No,1981-05-16,
00-77842475,Krystal,Roy,Male,New York,Buffalo,2019-08-01,Operations,Logistics Coordinator,Bachelor,69536,Good,No,2003-06-16,
00-95268483,Jacob,Johnson,Female,Michigan,Detroit,2022-01-18,Operations,Inventory Specialist,Bachelor,55688,Good,No,1982-05-25,
00-10432769,Joseph,Spencer,Female,New York,New York City,2018-08-24,Sales,Sales Specialist,PhD,70092,Satisfactory,Yes,1966-03-06,
00-85237007,Lisa,Parks,Male,North Carolina,Raleigh,2018-06-30,Sales,Sales Specialist,PhD,81606,Satisfactory,Yes,1983-01-26,
00-55828977,April,Hunter,Male,Michigan,Warren,2019-08-09,Operations,Operations Analyst,Bachelor,86611,Good,Yes,1986-03-20,
00-21555506,Samuel,Sutton,Male,New York,Rochester,2020-09-26,Customer Service,Help Desk Technician,Bachelor,93668,Needs Improvement,Yes,1973-03-26,
00-72143529,Jody,Bush,Female,New York,Rochester,2016-05-24,IT,System Administrator,Bachelor,96627,Good,Yes,1982-04-23,
00-22154988,Elizabeth,Howard,Female,New York,Buffalo,2017-04-02,Sales,Sales Specialist,Bachelor,82756,Needs Improvement,Yes,1982-08-02,
00-21598781,Dana,Foster,Male,Illinois,Naperville,2017-01-24,Sales,Sales Specialist,Bachelor,68251,Good,Yes,2002-04-17,
00-89342612,Lauren,Nielsen,Female,Michigan,Warren,2021-11-03,Customer Service,Help Desk Technician,High School,65835,Satisfactory,No,1988-09-08,
00-12698765,Whitney,Mack,Male,New York,Rochester,2022-03-20,Sales,Sales Representative,Bachelor,79420,Good,No,2000-05-01,
00-11401059,Andre,Spence,Female,New York,New York City,2017-04-02,Operations,Inventory Specialist,Bachelor,53503,Excellent,No,1999-01-30,
00-60268506,Sandra,Brewer,Female,Michigan,Detroit,2019-11-13,Finance,Accountant,Bachelor,74588,Needs Improvement,No,1998-07-12,
00-43115824,Ashley,Bauer,Female,New York,New York City,2018-05-05,Sales,Sales Specialist,PhD,79607,Good,No,1965-02-15,
00-96210380,Daniel,Jones,Male,New York,Buffalo,2024-11-20,Customer Service,Help Desk Technician,High School,65254,Excellent,No,1977-04-27,
00-35647136,Monica,Finley,Male,New York,Buffalo,2022-12-05,Operations,Logistics Coordinator,Bachelor,64430,Good,No,1989-02-12,
00-27815365,Jessica,Roach,Male,New York,Buffalo,2018-12-03,Operations,Inventory Specialist,High School,62234,Good,Yes,1988-08-26,
00-60910187,Clayton,Maxwell,Male,New York,Rochester,2022-09-07,Sales,Sales Consultant,PhD,92524,Satisfactory,No,1965-08-17,
00-33891297,Barbara,Maxwell,Female,New York,Buffalo,2017-10-11,Marketing,Marketing Coordinator,Bachelor,72830,Needs Improvement,Yes,1985-01-17,
00-85838379,Shelly,Curry,Female,Michigan,Detroit,2018-09-15,Operations,Operations Analyst,Master,80501,Good,No,1963-12-10,
00-40327888,Andrew,Turner,Female,New York,New York City,2023-07-05,Operations,Operations Analyst,Master,67221,Good,No,1998-07-14,
00-46614518,Joshua,Parrish,Female,North Carolina,Raleigh,2023-07-18,Finance,Financial Analyst,Master,84970,Good,Yes,1991-02-03,
00-33771581,James,Salazar,Female,New York,Buffalo,2024-03-17,Sales,Sales Consultant,Master,93173,Good,Yes,1971-06-04,
00-44809916,Rhonda,Ray,Female,New York,New York City,2022-07-02,Marketing,Marketing Coordinator,Bachelor,71103,Satisfactory,Yes,1992-08-11,
00-45506648,Christopher,Mcdaniel,Male,New York,Rochester,2016-07-13,Operations,Operations Manager,Bachelor,116411,Needs Improvement,No,1975-01-29,
00-57667842,Christopher,Ponce,Female,New York,Buffalo,2020-02-26,Operations,Operations Manager,Bachelor,103746,Good,Yes,1968-08-16,
00-56823088,Raymond,Schultz,Male,New York,New York City,2023-10-12,Marketing,Content Creator,High School,56038,Satisfactory,Yes,1974-02-28,
00-80201607,Edward,Clark,Female,New York,Rochester,2019-02-15,Operations,Inventory Specialist,High School,58134,Satisfactory,Yes,1964-11-21,
00-94694930,Michelle,Bradshaw,Male,New York,Rochester,2022-06-28,Operations,Logistics Coordinator,Bachelor,69648,Satisfactory,No,1991-09-21,
00-32880719,Robert,Goodwin,Male,New York,Buffalo,2015-02-24,Customer Service,Support Specialist,Bachelor,60967,Satisfactory,Yes,1992-02-15,
00-88547299,Brian,Obrien,Male,Virginia,Virginia Beach,2018-10-17,IT,Software Developer,Bachelor,82549,Good,No,1995-07-24,
00-82202263,Emily,Wilson,Male,Illinois,Chicago,2020-05-28,Operations,Inventory Specialist,High School,58875,Satisfactory,No,2004-10-24,
00-68230817,Richard,Anderson,Female,Pennsylvania,Philadelphia,2018-03-12,Sales,Sales Specialist,Master,77075,Excellent,No,1984-10-26,
00-48747182,Bobby,Williamson,Male,New York,Buffalo,2017-01-13,Operations,Inventory Specialist,Bachelor,61546,Satisfactory,No,1993-08-17,
00-77614227,Sean,Sharp,Male,North Carolina,Raleigh,2020-09-13,Customer Service,Help Desk Technician,Bachelor,71751,Good,Yes,1994-07-30,
00-46097873,Julia,Rice,Male,Michigan,Detroit,2016-06-18,Operations,Logistics Coordinator,Bachelor,68998,Good,Yes,1999-03-25,
00-38282626,Sarah,Gonzalez,Female,New York,Rochester,2017-08-30,IT,Software Developer,Master,78207,Good,No,2000-09-09,
00-72772047,Julie,Lewis,Female,New York,Buffalo,2017-04-25,Operations,Inventory Specialist,Bachelor,59232,Good,No,1966-05-14,
00-25475060,Ashley,Reynolds,Male,New York,New York City,2020-05-10,Operations,Inventory Specialist,High School,60889,Good,No,2000-12-08,
00-94706642,Jared,Smith,Male,New York,Buffalo,2017-03-11,Operations,Inventory Specialist,Bachelor,72262,Good,No,1989-08-10,
00-28765689,Stanley,Mcdowell,Male,New York,Buffalo,2019-11-12,Operations,Logistics Coordinator,Bachelor,67481,Good,No,1979-07-07,
00-53351112,Kevin,Meyer,Male,New York,New York City,2018-02-28,Sales,Sales Representative,Bachelor,75024,Satisfactory,Yes,1976-04-07,
00-60722242,Kathy,Campbell,Male,New York,Rochester,2022-02-09,HR,HR Coordinator,Bachelor,67230,Good,Yes,1971-11-25,
00-14543241,Christopher,Johnson,Female,New York,New York City,2018-08-05,Operations,Inventory Specialist,High School,62230,Satisfactory,No,2003-10-03,
00-24040914,Felicia,Garrett,Female,New York,Rochester,2021-02-24,Customer Service,Support Specialist,Bachelor,57256,Satisfactory,No,1977-07-05,
00-11060092,Sandra,Heath,Female,Michigan,Detroit,2017-08-12,Sales,Sales Consultant,Bachelor,68409,Satisfactory,No,1988-02-12,
00-73819982,Elizabeth,Hendrix,Female,North Carolina,Greensboro,2018-02-28,Operations,Logistics Coordinator,Bachelor,52974,Satisfactory,No,2002-08-17,
00-96957157,Caitlyn,Bennett,Male,New York,Rochester,2023-01-07,Sales,Sales Specialist,Master,78712,Good,No,1992-07-23,
00-35113682,Mary,Vargas,Male,New York,Buffalo,2024-09-29,Operations,Logistics Coordinator,Bachelor,66433,Good,No,1994-10-23,
00-51107619,Melanie,Vang,Male,New York,New York City,2017-05-16,Customer Service,Support Specialist,High School,64265,Satisfactory,No,1988-08-16,
00-83387315,Jennifer,Franco,Female,New York,Rochester,2017-01-26,Sales,Sales Specialist,PhD,87078,Satisfactory,No,1983-11-05,
00-12919231,Lisa,Fitzgerald,Male,Virginia,Virginia Beach,2019-01-01,Sales,Sales Representative,Bachelor,76677,Satisfactory,No,1983-01-02,
00-92760305,Linda,Lewis,Male,Michigan,Detroit,2019-09-17,Sales,Sales Specialist,PhD,71305,Excellent,Yes,1977-03-08,
00-87304740,Ashley,Reed,Male,New York,Buffalo,2022-10-30,Operations,Inventory Specialist,High School,64346,Satisfactory,Yes,1994-10-16,
00-63597632,Heather,Crawford,Female,New York,New York City,2019-01-07,IT,Software Developer,Master,103413,Good,No,1992-07-21,
00-42693925,Kimberly,Perez,Male,New York,New York City,2017-06-26,Operations,Operations Analyst,Master,79202,Satisfactory,No,1992-04-23,
00-60092039,David,Hill,Male,North Carolina,Charlotte,2021-06-14,Finance,Financial Analyst,Bachelor,80368,Good,No,1995-03-19,
00-74767783,Savannah,Dunn,Female,Ohio,Columbus,2022-07-29,Sales,Sales Consultant,PhD,103778,Good,No,1992-08-22,
00-50288578,Michael,Parker,Male,New York,Rochester,2015-12-25,Operations,Logistics Coordinator,Bachelor,68991,Excellent,No,1988-04-08,
00-41447622,David,Mathis,Female,New York,New York City,2022-04-11,Operations,Logistics Coordinator,Bachelor,59064,Needs Improvement,No,1990-02-27,
00-78043121,Shelly,Beasley,Female,New York,New York City,2016-10-29,Operations,Inventory Specialist,Bachelor,53005,Good,Yes,2001-05-31,
00-67162555,Eric,Thomas,Female,New York,New York City,2023-07-07,Customer Service,Support Specialist,High School,59927,Good,Yes,1974-09-10,
00-87509126,Sarah,Henderson,Male,New York,Rochester,2019-05-21,Marketing,Marketing Manager,Master,110431,Good,No,1973-09-02,
00-13832610,Christina,Mendoza,Male,New York,Rochester,2017-08-05,Operations,Logistics Coordinator,Bachelor,61535,Excellent,Yes,1984-01-05,
00-32331780,Troy,Brown,Male,New York,New York City,2024-08-20,IT,System Administrator,Master,73325,Good,No,1966-08-30,
00-90108005,Christine,Ramos,Male,New York,New York City,2024-10-07,Operations,Inventory Specialist,Bachelor,64140,Needs Improvement,Yes,1983-07-14,
00-80341559,Tamara,Reynolds,Male,New York,Rochester,2017-12-01,Operations,Inventory Specialist,Bachelor,67850,Excellent,Yes,1987-09-16,
00-86234095,Brittany,Gutierrez,Male,New York,New York City,2022-02-20,Marketing,SEO Specialist,Bachelor,90118,Good,No,1980-03-01,
00-27433651,David,Campbell,Female,New York,Rochester,2022-09-10,Operations,Logistics Coordinator,Bachelor,61841,Good,No,1993-10-24,
00-17220926,Sierra,Rodriguez,Male,New York,New York City,2024-05-04,Finance,Financial Analyst,Master,91220,Good,No,2005-06-07,
00-51509991,Jose,Shields,Female,New York,New York City,2023-11-18,IT,IT Support Specialist,Bachelor,53152,Good,No,1997-03-22,
00-28986566,Natalie,Welch,Male,Illinois,Chicago,2023-01-03,Marketing,SEO Specialist,Bachelor,65744,Excellent,No,1978-08-24,
00-71567486,Jeffrey,Page,Male,New York,Rochester,2019-04-21,Sales,Sales Representative,Bachelor,81893,Satisfactory,Yes,1991-07-12,
00-71819038,Antonio,Brown,Male,Michigan,Grand Rapids,2015-01-07,Operations,Inventory Specialist,High School,54975,Satisfactory,No,1993-12-24,
00-29795908,Christina,Velez,Male,Michigan,Detroit,2017-06-07,Operations,Operations Analyst,Bachelor,96353,Good,No,1963-09-22,
00-33094634,Sue,Elliott,Male,New York,New York City,2018-10-26,Sales,Sales Consultant,PhD,79063,Satisfactory,No,1970-05-08,
00-20787786,Danielle,Richardson,Male,Michigan,Warren,2017-12-13,Customer Service,Support Specialist,High School,58201,Good,No,1983-02-28,
00-37289414,Kristin,Dean,Female,New York,New York City,2019-05-25,Sales,Sales Representative,Bachelor,71284,Excellent,Yes,1987-05-09,
00-42847443,Scott,Rhodes,Female,New York,Buffalo,2017-05-16,Customer Service,Support Specialist,Bachelor,58439,Satisfactory,Yes,1973-01-20,
00-84537577,Nathan,Coleman,Male,Pennsylvania,Allentown,2023-03-08,Operations,Inventory Specialist,High School,64092,Satisfactory,No,1983-12-29,
00-60232033,Sonya,King,Male,New York,New York City,2015-11-23,Operations,Logistics Coordinator,Bachelor,65375,Good,No,1995-10-29,
00-31384884,Daniel,Copeland,Male,New York,New York City,2018-04-08,Operations,Operations Analyst,Master,67226,Good,Yes,1976-04-13,
